Exercício: 2024
Escopo: Capitais
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";2967085727,52
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";45120968,34
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";45120968,34
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"03 - Essencial à Justiça";"siconfi-cor_TotalDespesas";15506623,22
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"03.092 - Representação Judicial e Extrajudicial";"siconfi-cor_TotalDespesas";2415325,24
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"03.122 - Administração Geral";"siconfi-cor_TotalDespesas";13091297,98
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";181004822,17
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";112588255,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";42597747,63
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"04.124 - Controle Interno";"siconfi-cor_TotalDespesas";1984249,45
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"04.126 - Tecnologia da Informação";"siconfi-cor_TotalDespesas";16887927,24
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"04.129 - Administração de Receitas";"siconfi-cor_TotalDespesas";6946642,37
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";73612273,85
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"06.181 - Policiamento";"siconfi-cor_TotalDespesas";13884722,91
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";531470,58
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"06.122 - Administração Geral";"siconfi-cor_TotalDespesas";58706955,65
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"FU06 - Demais Subfunções";"siconfi-cor_TotalDespesas";489124,71
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";106407916,67
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";64669251,85
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"08.122 - Administração Geral";"siconfi-cor_TotalDespesas";27877642,26
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"FU08 - Demais Subfunções";"siconfi-cor_TotalDespesas";13861022,56
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";406917224,95
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";401519151,33
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"09.122 - Administração Geral";"siconfi-cor_TotalDespesas";5398073,62
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";457454941,6
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";157393541,29
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";123586789,64
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";25693827,49
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";7289053,14
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";25271751,77
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"10.122 - Administração Geral";"siconfi-cor_TotalDespesas";105620152,98
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"FU10 - Demais Subfunções";"siconfi-cor_TotalDespesas";12599825,29
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"11 - Trabalho";"siconfi-cor_TotalDespesas";66319,08
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"11.334 - Fomento ao Trabalho";"siconfi-cor_TotalDespesas";66319,08
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";752860573,31
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";385088207,25
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";313890513,76
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";706221,8
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"12.367 - Educação Especial";"siconfi-cor_TotalDespesas";5022349,16
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"12.122 - Administração Geral";"siconfi-cor_TotalDespesas";48153281,34
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"13 - Cultura";"siconfi-cor_TotalDespesas";21209583,72
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"siconfi-cor_TotalDespesas";269802,21
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";14111267,36
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"13.122 - Administração Geral";"siconfi-cor_TotalDespesas";6828514,15
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"14 - Direitos da Cidadania";"siconfi-cor_TotalDespesas";8010322,54
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"14.422 - Direitos Individuais, Coletivos e Difusos";"siconfi-cor_TotalDespesas";7994522,54
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"FU14 - Demais Subfunções";"siconfi-cor_TotalDespesas";15800,00
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";579147056,33
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";370167892,75
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";163900657,61
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"15.122 - Administração Geral";"siconfi-cor_TotalDespesas";45078505,97
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"16 - Habitação";"siconfi-cor_TotalDespesas";11450602,89
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"16.482 - Habitação Urbana";"siconfi-cor_TotalDespesas";11450602,89
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"17 - Saneamento";"siconfi-cor_TotalDespesas";44880055,51
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"17.512 - Saneamento Básico Urbano";"siconfi-cor_TotalDespesas";44880055,51
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";82335511,1
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";63319936,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"18.542 - Controle Ambiental";"siconfi-cor_TotalDespesas";395017,6
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"18.543 - Recuperação de Áreas Degradadas";"siconfi-cor_TotalDespesas";2502833,41
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"18.122 - Administração Geral";"siconfi-cor_TotalDespesas";16117723,61
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"19 - Ciência e Tecnologia";"siconfi-cor_TotalDespesas";2165709,49
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"19.571 - Desenvolvimento Científico";"siconfi-cor_TotalDespesas";478240,00
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"19.572 - Desenvolvimento Tecnológico e Engenharia";"siconfi-cor_TotalDespesas";1487469,49
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"siconfi-cor_TotalDespesas";200000,00
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"23 - Comércio e Serviços";"siconfi-cor_TotalDespesas";7804478,54
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"23.691 - Promoção Comercial";"siconfi-cor_TotalDespesas";844242,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"23.695 - Turismo";"siconfi-cor_TotalDespesas";6960236,06
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"24 - Comunicações";"siconfi-cor_TotalDespesas";5244033,31
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"FU24 - Demais Subfunções";"siconfi-cor_TotalDespesas";5244033,31
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";18506856,2
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"27.811 - Desporto de Rendimento";"siconfi-cor_TotalDespesas";789600,00
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";700481,86
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"27.813 - Lazer";"siconfi-cor_TotalDespesas";2741198,64
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"27.122 - Administração Geral";"siconfi-cor_TotalDespesas";14275575,7
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";147379854,7
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"28.843 - Serviço da Dívida Interna";"siconfi-cor_TotalDespesas";50039073,3
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"28.844 - Serviço da Dívida Externa";"siconfi-cor_TotalDespesas";32888204,94
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";64452576,46
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Liquidadas";"Despesas Intraorçamentárias";"siconfi-cor_TotalDespesas";141297311,73
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";2913280844,74
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"01 - Legislativa";"siconfi-cor_TotalDespesas";45120968,34
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";45120968,34
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"03 - Essencial à Justiça";"siconfi-cor_TotalDespesas";15437100,33
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"03.092 - Representação Judicial e Extrajudicial";"siconfi-cor_TotalDespesas";2361777,9
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"03.122 - Administração Geral";"siconfi-cor_TotalDespesas";13075322,43
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"04 - Administração";"siconfi-cor_TotalDespesas";177897906,16
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";109961541,8
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"04.123 - Administração Financeira";"siconfi-cor_TotalDespesas";42534753,3
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"04.124 - Controle Interno";"siconfi-cor_TotalDespesas";1978909,61
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"04.126 - Tecnologia da Informação";"siconfi-cor_TotalDespesas";16502788,46
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"04.129 - Administração de Receitas";"siconfi-cor_TotalDespesas";6919912,99
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";72704715,53
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"06.181 - Policiamento";"siconfi-cor_TotalDespesas";13268002,93
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"06.182 - Defesa Civil";"siconfi-cor_TotalDespesas";501066,48
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"06.122 - Administração Geral";"siconfi-cor_TotalDespesas";58503336,1
Prefeitura Municipal de Vitória - ES;3205309;ES;331785;"Despesas Pagas";"FU06 - Demais Subfunções";"siconfi-cor_TotalDespesas";432310,02
