Exercício: 2022
Escopo: Capitais
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";18727379,91
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"13 - Cultura";"siconfi-cor_TotalDespesas";28137386,38
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";10431862,45
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"13.122 - Administração Geral";"siconfi-cor_TotalDespesas";13301088,95
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU13 - Demais Subfunções";"siconfi-cor_TotalDespesas";4404434,98
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"14 - Direitos da Cidadania";"siconfi-cor_TotalDespesas";33482004,47
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"14.422 - Direitos Individuais, Coletivos e Difusos";"siconfi-cor_TotalDespesas";2380755,26
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"14.122 - Administração Geral";"siconfi-cor_TotalDespesas";17424220,75
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU14 - Demais Subfunções";"siconfi-cor_TotalDespesas";13677028,46
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";1830412863,94
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";448204256,35
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";1014031211,92
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"15.122 - Administração Geral";"siconfi-cor_TotalDespesas";346893842,35
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU15 - Demais Subfunções";"siconfi-cor_TotalDespesas";21283553,32
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"16 - Habitação";"siconfi-cor_TotalDespesas";89853700,1
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"16.482 - Habitação Urbana";"siconfi-cor_TotalDespesas";33349979,00
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"16.122 - Administração Geral";"siconfi-cor_TotalDespesas";20707005,67
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU16 - Demais Subfunções";"siconfi-cor_TotalDespesas";35796715,43
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"17 - Saneamento";"siconfi-cor_TotalDespesas";31920968,8
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"17.512 - Saneamento Básico Urbano";"siconfi-cor_TotalDespesas";31920968,8
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";30497707,18
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";21113050,28
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"18.542 - Controle Ambiental";"siconfi-cor_TotalDespesas";100000,00
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"18.122 - Administração Geral";"siconfi-cor_TotalDespesas";8914292,27
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU18 - Demais Subfunções";"siconfi-cor_TotalDespesas";370364,63
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"19 - Ciência e Tecnologia";"siconfi-cor_TotalDespesas";136259665,39
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"19.572 - Desenvolvimento Tecnológico e Engenharia";"siconfi-cor_TotalDespesas";72030387,66
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"19.122 - Administração Geral";"siconfi-cor_TotalDespesas";37214415,15
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU19 - Demais Subfunções";"siconfi-cor_TotalDespesas";27014862,58
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"22 - Indústria";"siconfi-cor_TotalDespesas";18517276,39
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"22.122 - Administração Geral";"siconfi-cor_TotalDespesas";14677372,17
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU22 - Demais Subfunções";"siconfi-cor_TotalDespesas";3839904,22
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"23 - Comércio e Serviços";"siconfi-cor_TotalDespesas";225112250,42
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"23.695 - Turismo";"siconfi-cor_TotalDespesas";179789090,01
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"23.122 - Administração Geral";"siconfi-cor_TotalDespesas";42402674,69
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU23 - Demais Subfunções";"siconfi-cor_TotalDespesas";2920485,72
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"24 - Comunicações";"siconfi-cor_TotalDespesas";119468612,7
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"24.122 - Administração Geral";"siconfi-cor_TotalDespesas";14159855,41
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU24 - Demais Subfunções";"siconfi-cor_TotalDespesas";105308757,29
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"26 - Transporte";"siconfi-cor_TotalDespesas";351800843,14
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"26.785 - Transportes Especiais";"siconfi-cor_TotalDespesas";169767,34
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"26.122 - Administração Geral";"siconfi-cor_TotalDespesas";24595554,28
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"FU26 - Demais Subfunções";"siconfi-cor_TotalDespesas";327035521,52
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"27 - Desporto e Lazer";"siconfi-cor_TotalDespesas";36625388,74
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"27.812 - Desporto Comunitário";"siconfi-cor_TotalDespesas";36625388,74
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"28 - Encargos Especiais";"siconfi-cor_TotalDespesas";331217194,18
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"28.843 - Serviço da Dívida Interna";"siconfi-cor_TotalDespesas";156942775,3
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"28.846 - Outros Encargos Especiais";"siconfi-cor_TotalDespesas";174274418,88
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Empenhadas";"Despesas Intraorçamentárias";"siconfi-cor_TotalDespesas";378545490,97
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";"siconfi-cor_TotalDespesas";8325975271,22
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"01 - Legislativa";"siconfi-cor_TotalDespesas";218385589,87
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"01.031 - Ação Legislativa";"siconfi-cor_TotalDespesas";218385589,87
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"02 - Judiciária";"siconfi-cor_TotalDespesas";55950409,5
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"02.122 - Administração Geral";"siconfi-cor_TotalDespesas";55563649,14
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU02 - Demais Subfunções";"siconfi-cor_TotalDespesas";386760,36
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"04 - Administração";"siconfi-cor_TotalDespesas";407820948,93
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"04.121 - Planejamento e Orçamento";"siconfi-cor_TotalDespesas";90000,00
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"04.122 - Administração Geral";"siconfi-cor_TotalDespesas";376282747,08
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"04.124 - Controle Interno";"siconfi-cor_TotalDespesas";1605878,04
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"04.126 - Tecnologia da Informação";"siconfi-cor_TotalDespesas";29804043,81
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"04.130 - Administração de Concessões";"siconfi-cor_TotalDespesas";38280,00
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"06 - Segurança Pública";"siconfi-cor_TotalDespesas";85578086,13
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"06.181 - Policiamento";"siconfi-cor_TotalDespesas";632006,64
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"06.122 - Administração Geral";"siconfi-cor_TotalDespesas";84571689,51
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU06 - Demais Subfunções";"siconfi-cor_TotalDespesas";374389,98
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"08 - Assistência Social";"siconfi-cor_TotalDespesas";237693711,02
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"08.241 - Assistência ao Idoso";"siconfi-cor_TotalDespesas";1034849,9
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"08.242 - Assistência ao Portador de Deficiência";"siconfi-cor_TotalDespesas";4704387,08
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"08.243 - Assistência à Criança e ao Adolescente";"siconfi-cor_TotalDespesas";33053954,66
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"08.244 - Assistência Comunitária";"siconfi-cor_TotalDespesas";83368246,55
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"08.122 - Administração Geral";"siconfi-cor_TotalDespesas";110412178,83
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU08 - Demais Subfunções";"siconfi-cor_TotalDespesas";5120094,00
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"09 - Previdência Social";"siconfi-cor_TotalDespesas";576856057,67
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";"siconfi-cor_TotalDespesas";497550205,46
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"09.274 - Previdência Especial";"siconfi-cor_TotalDespesas";73685032,23
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"09.122 - Administração Geral";"siconfi-cor_TotalDespesas";4787580,47
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU09 - Demais Subfunções";"siconfi-cor_TotalDespesas";833239,51
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10 - Saúde";"siconfi-cor_TotalDespesas";1966587612,56
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10.301 - Atenção Básica";"siconfi-cor_TotalDespesas";99473222,89
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";"siconfi-cor_TotalDespesas";872294180,78
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10.303 - Suporte Profilático e Terapêutico";"siconfi-cor_TotalDespesas";36365768,69
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10.304 - Vigilância Sanitária";"siconfi-cor_TotalDespesas";4324207,14
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";"siconfi-cor_TotalDespesas";710545,22
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"10.122 - Administração Geral";"siconfi-cor_TotalDespesas";888902042,07
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU10 - Demais Subfunções";"siconfi-cor_TotalDespesas";64517645,77
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"11 - Trabalho";"siconfi-cor_TotalDespesas";39228568,88
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"11.333 - Empregabilidade";"siconfi-cor_TotalDespesas";4142712,72
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"11.334 - Fomento ao Trabalho";"siconfi-cor_TotalDespesas";26597105,78
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"11.122 - Administração Geral";"siconfi-cor_TotalDespesas";8058540,71
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU11 - Demais Subfunções";"siconfi-cor_TotalDespesas";430209,67
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"12 - Educação";"siconfi-cor_TotalDespesas";1730928855,29
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"12.361 - Ensino Fundamental";"siconfi-cor_TotalDespesas";1312995562,01
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"12.365 - Educação Infantil";"siconfi-cor_TotalDespesas";390834857,46
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"12.366 - Educação de Jovens e Adultos";"siconfi-cor_TotalDespesas";985411,77
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"12.367 - Educação Especial";"siconfi-cor_TotalDespesas";3731329,33
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"12.122 - Administração Geral";"siconfi-cor_TotalDespesas";3942314,81
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU12 - Demais Subfunções";"siconfi-cor_TotalDespesas";18439379,91
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"13 - Cultura";"siconfi-cor_TotalDespesas";24983664,17
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"13.392 - Difusão Cultural";"siconfi-cor_TotalDespesas";8544042,98
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"13.122 - Administração Geral";"siconfi-cor_TotalDespesas";12627065,83
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU13 - Demais Subfunções";"siconfi-cor_TotalDespesas";3812555,36
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"14 - Direitos da Cidadania";"siconfi-cor_TotalDespesas";26895871,63
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"14.422 - Direitos Individuais, Coletivos e Difusos";"siconfi-cor_TotalDespesas";1893535,34
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"14.122 - Administração Geral";"siconfi-cor_TotalDespesas";15828053,69
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU14 - Demais Subfunções";"siconfi-cor_TotalDespesas";9174282,6
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"15 - Urbanismo";"siconfi-cor_TotalDespesas";1712056093,48
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";"siconfi-cor_TotalDespesas";408884305,33
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"15.452 - Serviços Urbanos";"siconfi-cor_TotalDespesas";957588080,9
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"15.122 - Administração Geral";"siconfi-cor_TotalDespesas";326116437,4
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU15 - Demais Subfunções";"siconfi-cor_TotalDespesas";19467269,85
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"16 - Habitação";"siconfi-cor_TotalDespesas";66758574,22
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"16.482 - Habitação Urbana";"siconfi-cor_TotalDespesas";18072010,48
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"16.122 - Administração Geral";"siconfi-cor_TotalDespesas";18597420,79
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU16 - Demais Subfunções";"siconfi-cor_TotalDespesas";30089142,95
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"17 - Saneamento";"siconfi-cor_TotalDespesas";31386153,47
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"17.512 - Saneamento Básico Urbano";"siconfi-cor_TotalDespesas";31386153,47
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"18 - Gestão Ambiental";"siconfi-cor_TotalDespesas";27032505,27
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";"siconfi-cor_TotalDespesas";18768852,82
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"18.542 - Controle Ambiental";"siconfi-cor_TotalDespesas";100000,00
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"18.122 - Administração Geral";"siconfi-cor_TotalDespesas";7873870,23
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU18 - Demais Subfunções";"siconfi-cor_TotalDespesas";289782,22
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"19 - Ciência e Tecnologia";"siconfi-cor_TotalDespesas";123803395,25
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"19.572 - Desenvolvimento Tecnológico e Engenharia";"siconfi-cor_TotalDespesas";64798995,59
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"19.122 - Administração Geral";"siconfi-cor_TotalDespesas";34749408,68
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"FU19 - Demais Subfunções";"siconfi-cor_TotalDespesas";24254990,98
Prefeitura Municipal de Salvador - BA;2927408;BA;2900319;"Despesas Liquidadas";"22 - Indústria";"siconfi-cor_TotalDespesas";16871338,09
